Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Do you have medical coverage (private insurance or state-provided) which includes treatment of ??mental health issues?,Do you know local or online resources to seek help for a mental health disorder?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health issue to a client or business contact, do you believe this has impacted you negatively?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health issue to a coworker or employee, do you believe this has impacted you negatively?","If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",Do you have previous employers?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Would you have been willing to discuss a mental health issue with your previous co-workers?,Would you have been willing to discuss a mental health issue with your direct supervisor(s)?,Did you feel that your previous employers took mental health as seriously as physical health?,Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Why or why not?,Would you bring up a mental health issue with a potential employer in an interview?,Why or why not?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,"If yes, what condition(s) have you been diagnosed with?","If , what condition(s) do you believe you have?",Have you been diagnosed with a mental health condition by a medical professional?,"If so, what condition(s) were you diagnosed with?",Have you ever sought treatment for a mental health issue from a mental health professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your age?,What is your gender?,What country do you live in?,What US state or territory do you live in?,What country do you work in?,What US state or territory do you work in?,Which of the following best describes your work position?,Do you work remotely?
0,26-100,1,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,may 0t get hired,0,may 0t get hired,1,1,2,0,,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,3,3,21,Male,United Kingdom,,United Kingdom,,Front-end Developer,Never
0,More than 1000,0,1,,,1,0,,1,,,0,,1,0,,,,,,,,1,"1, they all did",I was aware of some,0ne did,0ne did,,,0ne of them,"0, at 0ne of my previous employers",Some of my previous employers,,0ne of them,,,,,1,,,0,,0,0,0,,,0,,0,,,37,Male,Netherlands,,Netherlands,,Supervisor/Team Lead,Never
0,More than 1000,0,1,1,,1,,,2,,0,0,,,0,,,,,,,,1,,N/A (0t currently aware),,Some did,,Some of them,0ne of them,Some of my previous employers,Some of my previous employers,0ne did,0ne of them,1,,0,,1,1,,/0t sure,0,0,0,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",0,,0,,3,36,Male,Germany,,Germany,,Other,Sometimes
0,100-500,0,1,1,1,0,,,4,1,0,0,0,0,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,"1, all of them",Some of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",0ne did,0ne of them,0,It isn't relevant to my ability as a programmer.,0,It isn't relevant to my ability as a programmer.,1,1,1,0,,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,0,1,34,Male,United States of America,Pennsylvania,United States of America,Pennsylvania,Executive Leadership,Sometimes
0,100-500,0,1,1,1,1,1,1,2,0,0,0,,1,0,,,,,,,,1,,N/A (0t currently aware),0ne did,0ne did,,"1, all of them","1, all of them",Some of my previous employers,Some of my previous employers,0ne did,Some of them,1,I might have special needs that would be impossible to hide.,0,Too private.,,1,1,"1, I experienced",,0,,,,Substance Use Disorder|Addictive Disorder,0,,0,,3,44,Male,Canada,,Canada,,DevOps/SysAdmin|Back-end Developer|Front-end Developer,Sometimes
0,100-500,1,,1,1,0,,1,1,0,0,1,1,0,0,,,,,,,,1,,"0, I only became aware later",0ne did,0ne did,,,0ne of them,"0, at 0ne of my previous employers",,,0ne of them,0,Because of the potential for discrimination,0,Because Of the potential for discrimination,0,0,4,0,,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Obsessive-Compulsive Disorder",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Obsessive-Compulsive Disorder",1,3,3,35,Male,United States of America,Georgia,United States of America,Georgia,Designer,Always
0,500-1000,1,,0,0,0,0,,,,0,1,,0,0,,,,,,,,1,"0, 0ne did","1, I was aware of all of them",0ne did,0ne did,,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,0ne of them,0,,0,,,,4,/0t sure,,0,0,0,,,0,,0,,,34,Male,United Kingdom,,United Kingdom,,Back-end Developer,Never
0,26-100,1,,0,,0,0,0,2,,,1,,0,0,,,,,,,,1,Some did,I was aware of some,0ne did,Some did,Sometimes,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,,", I've never had a physical health issue that would need bringing up, so  how I'd react in that situation",0,"I'm 0t sure if it'd harm my chances, but I wouldn't want to give anyone more reason to 0t hire me",1,1,4,"1, I observed",1,0,0,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",0,,0,3,3,25,Male,Germany,,Germany,,Front-end Developer,Never
0,More than 1000,0,1,1,0,1,,,2,0,0,,1,,0,,,,,,,,1,Some did,"1, I was aware of all of them",Some did,Some did,"1, always",0ne of them,Some of them,Some of my previous employers,Some of my previous employers,,0ne of them,0,I don't have any,0,I don't have any,,,3,0,,0,0,0,,,0,,0,,,35,Male,United States of America,Indiana,United States of America,Indiana,Other,Never
0,26-100,1,,1,1,0,0,,1,,,,0,,0,,,,,,,,1,"1, they all did","1, I was aware of all of them",0ne did,0ne did,,,Some of them,Some of my previous employers,Some of my previous employers,,0ne of them,Maybe,depends on the illness,Maybe,,,0,3,0,,,,0,,,0,,0,,,25,Male,Germany,,Germany,,Back-end Developer,Sometimes
0,1-5,1,,1,1,0,0,,4,,0,,,,0,,,,,,,,1,Some did,I was aware of some,Some did,Some did,,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,0,"Like all interviews, I feel like 0t putting your ""best foot"" forward puts you at a disadvantage.",0,I feel like this would put you out of the running for a position almost immediately. Or at least be used as a negative mark against you.,1,,4,"1, I observed",,1,1,0,,,1,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder|Post-traumatic Stress Disorder",1,3,4,33,Male,Canada,,Canada,,Back-end Developer,Sometimes
0,100-500,1,,,,0,,,3,,0,,1,,0,,,,,,,,1,,N/A (0t currently aware),,0ne did,,,Some of them,Some of my previous employers,"1, at all of my previous employers",,0ne of them,Maybe,If it was a long term issue that would require special accommodations on their part.,Maybe,Would be concerned at the negative stigma,,,4,0,,0,0,0,,,0,,0,,,35,Male,United States of America,Florida,United States of America,Florida,Front-end Developer|Back-end Developer,Always
0,100-500,0,1,1,1,,1,1,1,0,0,,,1,0,,,,,,,,0,,,,,,,,,,,,,,,,,0,5,/0t sure,0,0,0,0,,,0,,0,,,42,Male,Germany,,Germany,,Supervisor/Team Lead|Support|Back-end Developer,Never
0,26-100,0,1,0,0,0,0,,5,1,1,0,0,0,0,,,,,,,,1,"0, 0ne did",I was aware of some,Some did,0ne did,,Some of them,Some of them,"0, at 0ne of my previous employers",,Some did,0ne of them,0,"I'm afraid I wouldn't be hired for the job, even when the physical issue would 0t have been relevant for my work.",Maybe,Same reason as above.,1,1,4,Maybe/0t sure,1,,1,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,1,4,27,Male,Netherlands,,Netherlands,,Supervisor/Team Lead|DevOps/SysAdmin|Back-end Developer,Sometimes
0,100-500,1,,,0,0,0,,4,0,0,0,0,,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,,Some of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",0ne did,Some of them,Maybe,,0,,1,1,2,Maybe/0t sure,0,0,0,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",0,,1,3,4,35,Male,Germany,,Germany,,Back-end Developer,Never
0,100-500,1,,1,1,0,1,1,1,0,0,1,1,1,0,,,,,,,,1,Some did,"1, I was aware of all of them",0ne did,Some did,"1, always",0ne of them,0ne of them,"1, at all of my previous employers",,"1, they all did",0ne of them,0,Seems unnecessary,0,Seems unnecessary. It's asinine to bring up unnecessary conversation ever. ,0,0,5,0,,0,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Substance Use Disorder|Addictive Disorder",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Substance Use Disorder|Addictive Disorder",1,4,3,30,Male,United States of America,New York,United States of America,New York,Supervisor/Team Lead|Back-end Developer,Sometimes
0,6-25,1,,0,,0,0,,3,,,,,,0,,,,,,,,1,Some did,I was aware of some,0ne did,Some did,,,Some of them,Some of my previous employers,Some of my previous employers,Some did,0ne of them,,"Could impact their willingness to hire, even subconsciously.",0,Stigma.,1,,4,/0t sure,0,,,0,,,0,,1,,,37,Male,United States of America,0rth Carolina,United States of America,0rth Carolina,Back-end Developer,Always
0,26-100,1,,1,,0,,1,2,,,,0,,0,,,,,,,,0,,,,,,,,,,,,Maybe,I wouldn't want it to affect my ability to get the position,0,I feel it would negatively effect my ability to get the position,1,,4,0,,0,0,0,,,0,,0,,,23,Male,United States of America,Illi0is,United States of America,Illi0is,Front-end Developer,Sometimes
0,100-500,1,,0,0,0,1,,2,,0,0,0,,1,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,Sometimes,Some of them,0ne of them,Some of my previous employers,"0, at 0ne of my previous employers",0ne did,0ne of them,0,I don't think is the place 0r the time for this,0,same as before,1,1,4,0,,0,0,0,,,0,,0,,,33,Male,Germany,,Germany,,Executive Leadership|Front-end Developer|Back-end Developer|Sales|Supervisor/Team Lead,Never
0,100-500,1,,1,,,,,1,0,0,1,1,1,0,,,,,,,,1,,N/A (0t currently aware),0ne did,0ne did,,Some of them,0ne of them,"0, at 0ne of my previous employers",,,0ne of them,1,,Maybe,,0,0,5,0,,1,,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,3,4,27,Male,United States of America,Virginia,United States of America,California,Dev Evangelist/Advocate|Back-end Developer|Support,Always
0,100-500,1,,0,1,0,0,,2,0,0,1,1,1,0,,,,,,,,1,"0, 0ne did","1, I was aware of all of them",0ne did,0ne did,0,Some of them,0ne of them,Some of my previous employers,Some of my previous employers,0ne did,"1, all of them",Maybe,,Maybe,,,1,4,"1, I observed",1,0,0,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)",0,,0,0,3,29,Male,United Kingdom,,United Kingdom,,Front-end Developer,Never
0,100-500,1,,,,0,0,,3,,,0,0,1,0,,,,,,,,0,,,,,,,,,,,,Maybe,Depends if it's relevant,Maybe,depends if it's relevant,1,0,4,0,,0,0,0,,,0,,0,,,37,Male,United Kingdom,,United Kingdom,,DevOps/SysAdmin,Never
0,More than 1000,1,,1,1,,,,3,,0,1,1,,1,,,,,,,,1,Some did,"0, I only became aware later",0ne did,Some did,,Some of them,Some of them,"1, at all of my previous employers","1, at all of my previous employers",,Some of them,1,The employer needs to k0w that I would need support in order to do my best work for them,1,Because my employer needs to support me in order to get the best work possible from me,,,5,"1, I observed",0,,0,0,,,0,,0,,,44,Male,Canada,,Canada,,Support|Other,Always
0,500-1000,1,,1,,,1,,2,,0,,,1,0,,,,,,,,1,,N/A (0t currently aware),,Some did,,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,0ne of them,,,,,,,4,0,,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,1,3,28,Male,United States of America,Washington,United States of America,Washington,Back-end Developer,Always
0,26-100,1,,0,,0,0,,2,,0,1,1,0,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,Some of them,0ne of them,Some of my previous employers,Some of my previous employers,0ne did,0ne of them,1,I'd want to be honest and up-front with a potential employer.,0,I'd worry that the reaction would 0t be one of understanding and that it would count against me during the selection process.,1,,5,0,,,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,3,4,35,Male,United Kingdom,,United Kingdom,,Back-end Developer,Never
0,100-500,1,,,,0,0,,4,,0,,1,1,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,Some of them,0ne of them,Some of my previous employers,Some of my previous employers,Some did,0ne of them,1,,0,Stigma.,,,4,Maybe/0t sure,N/A,0,1,,,"Mood Disorder (Depression, Bipolar Disorder, etc)|Obsessive-Compulsive Disorder|Stress Response Syndromes|Addictive Disorder",0,,1,3,3,29,Male,United States of America,Minnesota,United States of America,Minnesota,Supervisor/Team Lead|Back-end Developer|Front-end Developer,Always
0,6-25,1,,1,1,,1,,2,,,,,0,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,0,"1, all of them","1, all of them","0, at 0ne of my previous employers","0, at 0ne of my previous employers",0ne did,Some of them,0,Seems like it would deter them from hiring me.,0,Seems like it would deter them from hiring me.,1,1,4,"1, I experienced",1,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Personality Disorder (Borderline, Antisocial, Para0id, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,3,4,33,Male,United States of America,Kentucky,United States of America,Kentucky,Supervisor/Team Lead|Back-end Developer|Front-end Developer,Sometimes
0,100-500,1,,1,,0,1,,2,0,0,,,0,0,,,,,,,,1,,N/A (0t currently aware),0ne did,0ne did,,Some of them,0ne of them,Some of my previous employers,"0, at 0ne of my previous employers",0ne did,0ne of them,,"It might 0t particularly be seen as a ""good"" thing to bring it up.",,Same reason as above,,0,3,0,,0,0,0,,,0,,0,,,37,Male,United Kingdom,,United Kingdom,,Dev Evangelist/Advocate,Always
0,6-25,1,,,0,0,,,,,0,0,,,0,,,,,,,,1,Some did,I was aware of some,0ne did,Some did,,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,0ne of them,,"If the issue would impact my performance without some form of concessions/consideration on the party of the employer, I would, otherwise I wouldn't. ",,"There's likely 0thing they could do to mitigate any performance problems as a result of a mental health issue, so I probably wouldn't discuss. ",,,2,0,,,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",0,,0,,3,45,Male,United States of America,Virginia,United States of America,Virginia,DevOps/SysAdmin|Back-end Developer|Front-end Developer,Sometimes
0,500-1000,1,,,,0,,,2,0,0,,,,0,,,,,,,,0,,,,,,,,,,,,,Because it might be important for the employer in case it affects my productivity.,,,,0,4,0,,0,0,0,,,0,,0,,,24,Male,Russia,,Russia,,Other|Back-end Developer|Front-end Developer,Never
0,6-25,1,,1,1,0,0,1,1,,,1,1,,0,,,,,,,,1,Some did,I was aware of some,0ne did,Some did,"1, always",Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,1,,1,,,,4,Maybe/0t sure,0,1,0,0,,,0,,0,,,27,Male,United States of America,California,United States of America,California,Front-end Developer|Back-end Developer|Executive Leadership,Sometimes
0,500-1000,1,,1,,0,0,1,1,0,0,0,0,1,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,0ne of them,0ne of them,Some of my previous employers,"0, at 0ne of my previous employers",Some did,0ne of them,1,,Maybe,,0,0,2,N/A,,0,0,0,,,0,,0,,,26,Male,Germany,,Germany,,Executive Leadership,Sometimes
0,More than 1000,1,,1,1,0,1,,4,,,,1,1,0,,,,,,,,1,"1, they all did","1, I was aware of all of them",Some did,Some did,"1, always",Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,Maybe,"I understand that, while they might consciously 0t act differently if I had a physical issue, I'm 0t at all convinced that people in tech, even those who k0w what Cognitive Dissonance means, will actually take steps to avoid it.",0,"I understand that, while they might consciously 0t act differently if I had a mental health issue, I'm 0t at all convinced that people in tech, even those who k0w what Cognitive Dissonance means, will actually take steps to avoid it.  Furthermore, there's a huge stigma behind it.",,0,3,"1, I experienced",1,1,1,1,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,0,3,36,Male,United States of America,California,United States of America,California,Supervisor/Team Lead|DevOps/SysAdmin,Sometimes
0,500-1000,0,1,1,1,0,0,,,,0,,,,0,,,,,,,,1,"0, 0ne did","1, I was aware of all of them",0ne did,0ne did,,Some of them,0ne of them,Some of my previous employers,Some of my previous employers,,0ne of them,,"Because, if it were a physical health issue that might affect my job performance, it'd be difficult to hide and a potential might resent the fact that I wasn't forthcoming about it in an interview.",0,"Because, if it were a mental health issue that might affect my job performance, it may be easy to hide, while being forthcoming about it might impact my likelihood to get the job in the first place.",1,,3,0,,0,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,1,4,34,Male,United States of America,Florida,United States of America,Florida,DevOps/SysAdmin|Back-end Developer,Always
0,26-100,1,,1,1,0,1,,2,0,0,1,1,1,0,,,,,,,,0,,,,,,,,,,,,Maybe,,Maybe,,,0,4,0,,1,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)|Anxiety Disorder (Generalized, Social, Phobia, etc)",1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,1,4,30,Male,United States of America,Oregon,United States of America,Oregon,Back-end Developer|Front-end Developer,Never
0,100-500,0,1,1,1,0,,1,4,,0,,1,0,0,,,,,,,,1,Some did,"0, I only became aware later",0ne did,Some did,"1, always",Some of them,Some of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",0ne did,0ne of them,1,,0,,1,,2,Maybe/0t sure,Maybe,1,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",0,,0,3,4,32,Male,Canada,,Canada,,Supervisor/Team Lead,Never
0,100-500,0,1,,0,0,0,,3,,0,,0,,0,,,,,,,,1,"0, 0ne did",I was aware of some,0ne did,0ne did,,Some of them,0ne of them,Some of my previous employers,,0ne did,0ne of them,1,I wouldn't want to risk leaving a current job position for one where such things could be an issue.,Maybe,"If it got in the way of work, it if I needed some accommodation, I would, but, otherwise, it wouldn't seem worth it.",,0,,0,,,0,0,,,0,,0,,,40,Male,United States of America,Tennessee,United States of America,Tennessee,Back-end Developer,Sometimes
0,100-500,1,,,,1,0,,3,1,,0,0,1,0,,,,,,,,1,"0, 0ne did","0, I only became aware later",,0ne did,,Some of them,Some of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",,0ne of them,Maybe,,0,,1,1,4,0,,,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",0,,1,1,4,34,Male,Germany,,Germany,,Front-end Developer,Never
0,26-100,1,,1,1,0,0,,2,0,0,1,1,,0,,,,,,,,1,Some did,"0, I only became aware later",0ne did,0ne did,,Some of them,0ne of them,Some of my previous employers,"1, at all of my previous employers",0ne did,0ne of them,Maybe,,Maybe,,,0,4,"1, I observed",N/A,0,0,0,,,0,,0,,,30,Male,United States of America,New York,United States of America,New York,Supervisor/Team Lead,Sometimes
0,26-100,1,,1,,,,,2,0,0,,1,1,0,,,,,,,,1,Some did,"0, I only became aware later",Some did,0ne did,"1, always",Some of them,Some of them,"0, at 0ne of my previous employers",Some of my previous employers,0ne did,0ne of them,0,"Naturally, I'd be afraid that they wouldn't hire me.",0,"Naturally, I'd be afraid that they wouldn't hire me.",,,4,0,,0,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Substance Use Disorder",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,3,4,36,Male,United States of America,Michigan,United States of America,Michigan,Front-end Developer,Sometimes
0,26-100,1,,1,,0,1,1,1,0,0,1,1,1,0,,,,,,,,1,"1, they all did","1, I was aware of all of them",Some did,Some did,Sometimes,Some of them,0ne of them,Some of my previous employers,Some of my previous employers,Some did,0ne of them,0,I wouldn't feel comfortable discussing my personal health and would 0t want to appear weak.,0,I would 0t want to appear weak or unstable.,0,0,5,0,,1,1,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Tinnitus",0,,1,0,4,29,Male,United States of America,Michigan,United States of America,Michigan,Front-end Developer,Sometimes
0,26-100,1,,1,,,1,,1,0,0,,,1,0,,,,,,,,1,,N/A (0t currently aware),0ne did,0ne did,,Some of them,0ne of them,Some of my previous employers,Some of my previous employers,,0ne of them,0,"Even though 0t legal, it could be a factor in hiring. Also, 0ne of their business.",0,See previous.,,0,3,0,,,0,0,,,0,,0,,,36,Male,United States of America,Michigan,United States of America,Michigan,Front-end Developer,Never
0,100-500,0,1,,,0,1,,5,1,1,0,,0,1,,,,,,,,1,"1, they all did","1, I was aware of all of them","1, they all did","1, they all did","1, always",,0ne of them,"0, at 0ne of my previous employers","1, at all of my previous employers",0ne did,0ne of them,1,Physical issues are relatively well understood by anyone I've ever mentioned them to.,,I feel as if there is a stigma against mental health issues in general. I am loathe to even discuss it with my wife.,1,1,1,/0t sure,,,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)",0,,1,,3,44,Male,United States of America,Kansas,United States of America,Kansas,Supervisor/Team Lead|DevOps/SysAdmin|Support|Back-end Developer|Front-end Developer|Designer,Never
0,26-100,0,1,0,1,0,,1,1,0,0,0,1,1,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,"1, they all did",,0ne of them,0ne of them,Some of my previous employers,"1, at all of my previous employers","1, they all did",0ne of them,0,It should 0t effect they way how I work. So it should 0t have any negative things for the new boss,0,It should 0t effect they way how I work. So it should 0t have any negative things for the new boss,,1,5,0,,,1,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,1,4,27,Male,Netherlands,,Netherlands,,Back-end Developer,Sometimes
0,More than 1000,1,,1,,,,,3,0,0,1,0,,0,,,,,,,,1,Some did,"1, I was aware of all of them",Some did,Some did,,Some of them,0ne of them,Some of my previous employers,Some of my previous employers,Some did,0ne of them,Maybe,,Maybe,,0,0,4,0,,0,0,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,0,3,31,Male,United States of America,Washington,United States of America,Washington,Dev Evangelist/Advocate,Always
0,100-500,1,,1,,1,0,,1,0,0,,,1,0,,,,,,,,1,"1, they all did","1, I was aware of all of them","1, they all did",Some did,Sometimes,"1, all of them",Some of them,"1, at all of my previous employers","1, at all of my previous employers","1, they all did",0ne of them,0,,0,,,,4,0,,0,0,0,,,0,,0,,,34,Male,United Kingdom,,United Kingdom,,Supervisor/Team Lead,Sometimes
0,6-25,0,1,,0,0,0,,5,1,,0,0,0,0,,,,,,,,1,,N/A (0t currently aware),0ne did,0ne did,,"1, all of them","1, all of them","0, at 0ne of my previous employers","0, at 0ne of my previous employers",0ne did,0ne of them,0,Could only hurt my chances,0,Could only hurt my chances,1,1,1,0,,1,0,0,,,0,,0,,,46,Male,United States of America,Texas,United States of America,Texas,Executive Leadership|Supervisor/Team Lead|Back-end Developer,Sometimes
0,1-5,1,,0,0,0,,,1,0,0,1,1,,0,,,,,,,,1,,N/A (0t currently aware),0ne did,0ne did,,Some of them,Some of them,"1, at all of my previous employers","1, at all of my previous employers",,0ne of them,1,Honesty works.,1,Again: honesty.,,0,5,0,,0,1,0,,,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,,,40,Male,Netherlands,,Netherlands,,Front-end Developer|Back-end Developer,Sometimes
0,26-100,1,,1,1,0,0,1,1,0,0,,1,1,0,,,,,,,,1,,N/A (0t currently aware),0ne did,0ne did,,Some of them,0ne of them,Some of my previous employers,Some of my previous employers,,0ne of them,Maybe,"For physical health issues that may 0t impact my  daily job, I don't feel the need to divulge them to a prospective employer.",0,I feel uncomfortable discussing such issues with someone I've just met.,,0,4,0,,1,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",0,,0,,3,37,Male,United States of America,Tennessee,United States of America,Tennessee,Supervisor/Team Lead|DevOps/SysAdmin|Back-end Developer,Always
0,26-100,1,,0,,1,0,1,1,0,0,,1,1,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,Some did,"1, always",Some of them,0ne of them,Some of my previous employers,Some of my previous employers,0ne did,Some of them,Maybe,,0,,,,4,Maybe/0t sure,0,0,0,0,,,0,,0,,,31,Male,0rway,,0rway,,Executive Leadership,Sometimes
0,26-100,1,,1,1,0,1,1,1,0,0,,1,1,0,,,,,,,,1,Some did,I was aware of some,Some did,Some did,"1, always",Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,0ne of them,1,I would prefer be honest and up-front rather than find out the employer is 0t supportive down the road,Maybe,"Again, to ensure that the employer is 0t going to turn out to be unsupportive of employee needs.",,0,5,0,,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,1,3,33,Male,United States of America,Wisconsin,United States of America,Tennessee,Supervisor/Team Lead|Dev Evangelist/Advocate|Back-end Developer,Always
0,1-5,1,,1,1,0,,1,,0,0,,1,,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,,0ne of them,Some of my previous employers,Some of my previous employers,,0ne of them,0,I wouldn't k0w whether it would affect my changes of getting the job.,0,I wouldn't k0w whether it would affect chances of getting employed.,,,4,0,,0,0,0,,,0,,0,,,21,Male,United Kingdom,,United Kingdom,,Back-end Developer|DevOps/SysAdmin,Never
